County,B02018_002E,B02018_002M,B02018_003E,B02018_003M,B02018_004E,B02018_004M,B02018_005E,B02018_005M,B02018_006E,B02018_006M,B02018_007E,B02018_007M,B02018_008E,B02018_008M,B02018_009E,B02018_009M,B02018_011E,B02018_011M,B02018_012E,B02018_012M,B02018_013E,B02018_013M,B02018_014E,B02018_014M,B02018_015E,B02018_015M,B02018_016E,B02018_016M,B02018_017E,B02018_017M,B02018_018E,B02018_018M,B02018_019E,B02018_019M,B02018_020E,B02018_020M,B02018_021E,B02018_021M
"Crittenden County, Kentucky",0.0,18,0.0,18,23.0,57,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,5.0,11,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Crockett County, Tennessee",3.0,6,0.0,21,12.0,14,4.0,9,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,12.0,13,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,7.0,11,14.0,14,0.0,21
"Crockett County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Crook County, Oregon",30.0,37,0.0,25,28.0,38,4.0,8,31.0,43,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,95.0,70,44.0,63,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Crook County, Wyoming",0.0,18,0.0,18,0.0,18,2.0,4,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,16.0,22,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,24.0,38,0.0,18
"Crosby County, Texas",33.0,29,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,3.0,5,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,15.0,21,0.0,21
"Cross County, Arkansas",10.0,16,0.0,20,0.0,20,4.0,9,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Crow Wing County, Minnesota",92.0,59,10.0,14,33.0,24,124.0,73,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,240.0,91,3.0,4,10.0,14,0.0,22,0.0,22,0.0,22,7.0,11,72.0,62,0.0,22
"Crowley County, Colorado",0.0,19,0.0,19,4.0,6,12.0,31,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,50.0,38,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,200.0,127,0.0,19
"Culberson County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,38.0,36,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Culebra Municipio, Puerto Rico",11.0,14,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Cullman County, Alabama",46.0,51,0.0,31,75.0,67,17.0,22,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,15.0,26,326.0,172,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,7.0,12,225.0,202,0.0,31
"Culpeper County, Virginia",338.0,326,0.0,31,171.0,126,70.0,57,0.0,31,0.0,31,16.0,32,0.0,31,0.0,31,236.0,247,34.0,51,0.0,31,56.0,74,0.0,31,0.0,31,0.0,31,7.0,31,162.0,220,0.0,31
"Cumberland County, Illinois",0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,10.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Cumberland County, Kentucky",0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,58.0,46,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Cumberland County, Maine",2381.0,428,0.0,26,979.0,318,1193.0,369,0.0,26,0.0,26,133.0,125,0.0,26,10.0,17,969.0,419,1665.0,477,91.0,89,5.0,8,41.0,69,0.0,26,0.0,26,431.0,249,1242.0,373,0.0,26
"Cumberland County, New Jersey",78.0,98,0.0,32,277.0,164,243.0,150,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,372.0,265,0.0,32,0.0,32,0.0,32,0.0,32,32.0,52,13.0,26,8.0,8,0.0,32
"Cumberland County, North Carolina",1461.0,518,35.0,45,1210.0,295,3239.0,417,71.0,103,55.0,55,27.0,29,0.0,32,87.0,89,85.0,93,3915.0,510,72.0,79,145.0,75,13.0,22,5.0,9,0.0,32,508.0,197,1277.0,346,0.0,32
"Cumberland County, Pennsylvania",2134.0,595,0.0,27,650.0,228,1286.0,387,4.0,7,0.0,27,135.0,96,0.0,27,128.0,172,421.0,233,966.0,300,190.0,167,545.0,375,0.0,27,0.0,27,0.0,27,453.0,289,1244.0,365,0.0,27
"Cumberland County, Tennessee",40.0,44,0.0,32,79.0,80,33.0,64,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,275.0,141,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32
"Cumberland County, Virginia",0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Cuming County, Nebraska",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,10.0,11,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,10.0,16,0.0,15,0.0,15
"Currituck County, North Carolina",68.0,60,0.0,25,130.0,109,75.0,88,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,77.0,50,0.0,25,0.0,25,0.0,25,36.0,54,0.0,25,0.0,25,87.0,106,0.0,25
"Curry County, New Mexico",30.0,40,9.0,16,22.0,23,226.0,140,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,574.0,172,36.0,53,0.0,28,0.0,28,0.0,28,0.0,28,6.0,8,149.0,95,0.0,28
"Curry County, Oregon",68.0,53,0.0,25,9.0,13,20.0,22,24.0,31,29.0,37,0.0,25,0.0,25,0.0,25,0.0,25,142.0,66,7.0,7,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,1.0,3,0.0,25
"Custer County, Colorado",0.0,19,0.0,19,18.0,16,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,25.0,25,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,8.0,14,0.0,19
"Custer County, Idaho",0.0,12,0.0,12,37.0,61,1.0,3,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,134.0,125,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12
"Custer County, Montana",29.0,22,0.0,17,62.0,39,7.0,10,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,32.0,27,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,19.0,22,0.0,17
"Custer County, Nebraska",0.0,16,0.0,16,2.0,3,11.0,13,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,1.0,4,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Custer County, Oklahoma",149.0,145,0.0,19,84.0,75,41.0,49,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,234.0,110,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,53.0,64,54.0,64,0.0,19
"Custer County, South Dakota",16.0,28,0.0,15,0.0,15,16.0,21,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,18.0,42,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,4.0,8,0.0,15
"Cuyahoga County, Ohio",11308.0,1060,44.0,48,2302.0,569,3248.0,620,21.0,26,16.0,22,507.0,196,0.0,30,188.0,148,954.0,335,6906.0,869,282.0,161,110.0,66,94.0,70,0.0,30,5.0,10,641.0,245,2662.0,545,28.0,41
"Dade County, Georgia",4.0,9,0.0,23,6.0,13,4.0,11,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,2.0,6,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,9.0,18,0.0,23
"Dade County, Missouri",6.0,7,0.0,17,0.0,17,1.0,2,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,40.0,36,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,3.0,8,0.0,17
"Daggett County, Utah",0.0,12,0.0,12,2.0,5,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12
"Dakota County, Minnesota",3515.0,505,2245.0,516,1523.0,386,2589.0,543,0.0,22,13.0,19,276.0,194,0.0,22,213.0,122,2116.0,555,3895.0,730,14.0,22,846.0,402,39.0,37,0.0,22,0.0,22,473.0,187,3874.0,713,0.0,22
"Dakota County, Nebraska",142.0,119,77.0,97,12.0,19,25.0,43,0.0,19,0.0,19,86.0,126,0.0,19,0.0,19,0.0,19,103.0,106,0.0,19,170.0,144,0.0,19,0.0,19,0.0,19,118.0,137,0.0,19,0.0,19
"Dale County, Alabama",139.0,82,0.0,28,192.0,124,182.0,95,0.0,28,0.0,28,8.0,14,0.0,28,0.0,28,132.0,128,270.0,101,0.0,28,12.0,20,0.0,28,0.0,28,0.0,28,63.0,64,61.0,49,0.0,28
"Dallam County, Texas",0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,6.0,12,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Dallas County, Alabama",5.0,10,0.0,28,0.0,28,7.0,11,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,91.0,86,0.0,28
"Dallas County, Arkansas",0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,7.0,12,0.0,18,12.0,20,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Dallas County, Iowa",676.0,450,0.0,24,56.0,79,670.0,313,0.0,24,0.0,24,37.0,73,0.0,24,0.0,24,0.0,24,577.0,362,38.0,47,380.0,217,75.0,85,0.0,24,0.0,24,7.0,11,563.0,273,0.0,24
"Dallas County, Missouri",0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,1.0,2,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Dallas County, Texas",19941.0,1562,213.0,182,5771.0,946,9840.0,1142,53.0,57,20.0,24,1803.0,340,0.0,35,3572.0,1124,2446.0,799,16989.0,1862,359.0,191,2107.0,649,377.0,197,0.0,35,45.0,39,2644.0,548,37045.0,2277,81.0,127
"Dane County, Wisconsin",11164.0,1010,4442.0,967,2028.0,415,3237.0,561,66.0,64,32.0,40,744.0,341,24.0,45,39.0,51,776.0,413,2922.0,542,305.0,216,1087.0,469,35.0,37,0.0,23,45.0,51,781.0,369,1807.0,465,18.0,31
"Daniels County, Montana",2.0,4,0.0,11,0.0,11,24.0,26,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,2.0,5,0.0,11,0.0,11
"Danville city, Virginia",28.0,39,0.0,28,30.0,49,14.0,21,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,147.0,158,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,4.0,8,131.0,52,0.0,28
"Dare County, North Carolina",99.0,72,0.0,29,33.0,39,12.0,21,0.0,29,2.0,3,0.0,29,0.0,29,0.0,29,0.0,29,217.0,76,0.0,29,0.0,29,23.0,26,0.0,29,0.0,29,0.0,29,18.0,23,0.0,29
"Darke County, Ohio",136.0,102,0.0,30,19.0,20,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,71.0,93,151.0,85,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30
"Darlington County, South Carolina",37.0,55,0.0,33,0.0,33,15.0,30,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,322.0,137,31.0,60,0.0,33,0.0,33,0.0,33,0.0,33,21.0,41,10.0,73,0.0,33
"Dauphin County, Pennsylvania",2135.0,431,115.0,177,469.0,274,734.0,271,0.0,27,0.0,27,36.0,42,0.0,27,0.0,27,316.0,215,1133.0,301,130.0,94,28.0,47,0.0,27,0.0,27,6.0,14,202.0,148,2223.0,562,0.0,27
"Davidson County, North Carolina",239.0,175,27.0,45,356.0,190,125.0,105,0.0,32,0.0,32,32.0,52,0.0,32,0.0,32,781.0,297,680.0,280,0.0,32,197.0,186,0.0,32,0.0,32,0.0,32,50.0,69,511.0,295,0.0,32
"Davidson County, Tennessee",4866.0,682,0.0,32,1436.0,406,2681.0,681,10.0,16,0.0,32,152.0,99,0.0,32,2708.0,1051,802.0,312,4085.0,731,242.0,185,1223.0,418,215.0,186,0.0,32,0.0,32,804.0,465,2842.0,567,0.0,32
"Davie County, North Carolina",57.0,87,0.0,29,16.0,38,74.0,68,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,197.0,93,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,63.0,67,0.0,29
"Daviess County, Indiana",19.0,13,0.0,27,50.0,44,6.0,10,0.0,27,26.0,40,0.0,27,0.0,27,0.0,27,0.0,27,51.0,30,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,5.0,12,0.0,27
"Daviess County, Kentucky",69.0,78,0.0,30,32.0,34,148.0,127,0.0,30,0.0,30,9.0,14,0.0,30,1529.0,338,0.0,30,178.0,160,36.0,47,0.0,30,0.0,30,0.0,30,0.0,30,16.0,26,64.0,91,0.0,30
"Daviess County, Missouri",17.0,21,0.0,17,0.0,17,6.0,8,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,6.0,9,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Davis County, Iowa",33.0,45,0.0,15,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Davis County, Utah",2210.0,624,54.0,61,2772.0,489,1004.0,339,8.0,11,287.0,270,124.0,91,0.0,29,127.0,210,436.0,340,3543.0,608,67.0,60,197.0,156,135.0,182,0.0,29,0.0,29,666.0,320,950.0,460,20.0,32
"Davison County, South Dakota",20.0,34,0.0,16,2.0,7,18.0,32,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,58.0,69,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Dawes County, Nebraska",2.0,5,0.0,15,18.0,33,25.0,41,0.0,15,0.0,15,34.0,46,0.0,15,0.0,15,0.0,15,5.0,22,0.0,15,67.0,68,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Dawson County, Georgia",10.0,17,0.0,27,0.0,27,90.0,75,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,235.0,87,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"Dawson County, Montana",1.0,2,0.0,15,21.0,23,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,46.0,23,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Dawson County, Nebraska",0.0,19,0.0,19,16.0,34,16.0,34,56.0,66,0.0,19,0.0,19,0.0,19,0.0,19,7.0,9,179.0,92,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,40.0,41,0.0,19
"Dawson County, Texas",0.0,23,0.0,23,0.0,23,9.0,19,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,5.0,13,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,24.0,35,0.0,23
"Day County, South Dakota",3.0,7,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,2,0.0,15,14.0,22,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"De Baca County, New Mexico",0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"De Soto Parish, Louisiana",0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,20.0,31,43.0,69,0.0,26
"De Witt County, Illinois",0.0,19,0.0,19,40.0,35,17.0,23,0.0,19,0.0,19,4.0,8,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"DeKalb County, Alabama",0.0,31,0.0,31,13.0,12,0.0,31,33.0,42,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,136.0,111,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,54.0,66,0.0,31
"DeKalb County, Georgia",9680.0,1162,36.0,47,1979.0,495,4688.0,771,0.0,34,19.0,31,565.0,268,0.0,34,3047.0,1032,423.0,285,3505.0,767,212.0,199,230.0,164,185.0,133,0.0,34,76.0,82,1176.0,519,4670.0,747,7.0,11
"DeKalb County, Illinois",296.0,209,0.0,29,302.0,215,241.0,139,15.0,25,0.0,29,0.0,29,0.0,29,35.0,41,20.0,22,1197.0,415,27.0,42,87.0,85,0.0,29,0.0,29,0.0,29,82.0,102,158.0,185,0.0,29
"DeKalb County, Indiana",54.0,44,0.0,27,15.0,23,103.0,74,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,121.0,83,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"DeKalb County, Missouri",1.0,2,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,57.0,47,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,5.0,9,0.0,19
"DeKalb County, Tennessee",12.0,21,73.0,95,33.0,37,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,106.0,74,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,29.0,49,0.0,25,0.0,25
"DeSoto County, Florida",53.0,77,0.0,31,12.0,18,18.0,18,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,10.0,20,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31
"DeSoto County, Mississippi",564.0,257,0.0,33,377.0,231,68.0,80,0.0,33,0.0,33,12.0,21,0.0,33,0.0,33,59.0,86,952.0,478,169.0,158,0.0,33,0.0,33,0.0,33,0.0,33,107.0,119,1094.0,377,0.0,33
"DeWitt County, Texas",0.0,23,0.0,23,40.0,52,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,20.0,39,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,91.0,131,0.0,23
"Deaf Smith County, Texas",0.0,23,0.0,23,18.0,30,8.0,15,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,78.0,113,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Dearborn County, Indiana",0.0,30,0.0,30,39.0,36,5.0,10,0.0,30,0.0,30,0.0,30,0.0,30,55.0,65,0.0,30,35.0,29,0.0,30,16.0,25,0.0,30,0.0,30,0.0,30,10.0,20,15.0,26,0.0,30
"Decatur County, Georgia",0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,46.0,62,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,9.0,20,0.0,27,0.0,27
"Decatur County, Indiana",18.0,22,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,1.0,2,15.0,23,0.0,24,0.0,24,4.0,7,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Decatur County, Iowa",10.0,16,0.0,15,7.0,16,36.0,24,0.0,15,0.0,15,0.0,15,1.0,3,5.0,8,0.0,15,0.0,15,8.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Decatur County, Kansas",0.0,11,0.0,11,12.0,18,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,18.0,18,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Decatur County, Tennessee",3.0,5,0.0,21,0.0,21,4.0,5,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,2.0,4,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Deer Lodge County, Montana",16.0,27,80.0,60,12.0,14,6.0,9,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,24.0,36,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Defiance County, Ohio",6.0,10,0.0,27,18.0,21,112.0,72,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,114.0,63,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,4.0,19,0.0,27
"Del Norte County, California",126.0,78,132.0,131,208.0,187,137.0,119,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,9.0,13,266.0,218,0.0,25,471.0,340,0.0,25,0.0,25,0.0,25,444.0,354,208.0,202,0.0,25
"Delaware County, Indiana",405.0,162,26.0,49,110.0,92,158.0,89,0.0,30,0.0,30,6.0,10,0.0,30,0.0,30,0.0,30,288.0,119,0.0,30,0.0,30,22.0,41,0.0,30,0.0,30,33.0,24,460.0,253,0.0,30
"Delaware County, Iowa",0.0,16,0.0,16,0.0,16,15.0,25,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,13.0,18,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,1.0,2,0.0,16,0.0,16
"Delaware County, New York",218.0,95,0.0,28,67.0,38,81.0,52,35.0,46,0.0,28,54.0,47,0.0,28,46.0,68,0.0,28,95.0,59,5.0,9,0.0,28,11.0,22,0.0,28,0.0,28,10.0,19,17.0,20,0.0,28
"Delaware County, Ohio",3763.0,792,0.0,30,894.0,373,1202.0,402,38.0,58,0.0,30,105.0,81,0.0,30,0.0,30,6.0,14,1343.0,427,0.0,30,130.0,149,68.0,71,0.0,30,0.0,30,51.0,46,1755.0,543,0.0,30
"Delaware County, Oklahoma",64.0,45,361.0,74,9.0,15,39.0,27,0.0,22,0.0,22,24.0,33,0.0,22,0.0,22,11.0,19,147.0,53,0.0,22,7.0,11,1.0,3,0.0,22,0.0,22,0.0,22,72.0,51,0.0,22
"Delaware County, Pennsylvania",10380.0,1042,13.0,19,938.0,354,3255.0,644,14.0,23,0.0,27,334.0,220,0.0,27,43.0,56,1354.0,517,3506.0,600,343.0,214,447.0,265,57.0,44,0.0,27,0.0,27,467.0,270,4738.0,749,0.0,27
"Delta County, Colorado",5.0,7,0.0,28,29.0,31,0.0,28,0.0,28,0.0,28,35.0,48,0.0,28,119.0,107,0.0,28,139.0,121,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,50.0,64,40.0,58,0.0,28
"Delta County, Michigan",39.0,46,9.0,12,71.0,56,78.0,51,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,126.0,59,0.0,23,19.0,29,0.0,23,0.0,23,0.0,23,18.0,27,0.0,23,0.0,23
"Delta County, Texas",0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,2.0,4,2.0,5,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Denali Borough, Alaska",60.0,65,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,81.0,77,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,50.0,66,0.0,10
"Dent County, Missouri",110.0,71,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,10.0,15,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,58.0,53,0.0,19
"Denton County, Texas",12872.0,1524,102.0,90,3591.0,873,14851.0,1550,28.0,38,38.0,60,830.0,296,51.0,86,1915.0,656,2177.0,750,7415.0,1055,619.0,348,550.0,301,270.0,213,47.0,76,23.0,27,1333.0,444,9573.0,1186,0.0,35
"Denver County, Colorado",7305.0,903,78.0,64,3682.0,519,4261.0,710,627.0,448,8.0,13,528.0,186,0.0,31,242.0,209,816.0,374,5088.0,782,583.0,228,251.0,140,186.0,142,0.0,31,24.0,38,724.0,307,7183.0,1210,0.0,31
"Des Moines County, Iowa",57.0,52,0.0,22,0.0,22,90.0,81,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,160.0,99,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"Deschutes County, Oregon",1160.0,390,0.0,31,1280.0,392,605.0,248,23.0,32,0.0,31,191.0,199,0.0,31,50.0,55,34.0,41,852.0,313,80.0,85,0.0,31,33.0,42,0.0,31,0.0,31,123.0,147,338.0,240,0.0,31
"Desha County, Arkansas",8.0,12,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Deuel County, Nebraska",0.0,10,0.0,10,6.0,7,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,9.0,8,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Deuel County, South Dakota",0.0,10,0.0,10,0.0,10,30.0,29,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Dewey County, Oklahoma",0.0,10,0.0,10,0.0,10,3.0,4,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
